gid0,species_pct,species_included,cumarea,totparea,cmbparea,totarea,parea_pct,bname,cname,tcmbparea,cname0,unregion2,wbincomegroup
DOM,100,10,351.490264863868,9740.39720112051,10091.8874659844,48038.0497680449,21.0081123499263,Dominican_Republic_DOM,Dominican_Republic,10091.8874659844,Dominican Republic,Southern America,Upper middle income
DZA,0,0,0,132383.440238331,132383.440238331,2308312.93566074,5.73507335999212,Algeria_DZA,Algeria,132383.440238331,Algeria,Africa,Lower middle income
DZA,5,3,16269.047921092,132383.440238331,148652.488159423,2308312.93566074,6.43987588783633,Algeria_DZA,Algeria,148652.488159423,Algeria,Africa,Lower middle income
DZA,10,6,27143.7276464802,132383.440238331,159527.167884811,2308312.93566074,6.91098530967368,Algeria_DZA,Algeria,159527.167884811,Algeria,Africa,Lower middle income
DZA,15,9,28316.4934276919,132383.440238331,160699.933666023,2308312.93566074,6.96179149643866,Algeria_DZA,Algeria,160699.933666023,Algeria,Africa,Lower middle income
DZA,20,11,28888.7038430343,132383.440238331,161272.144081365,2308312.93566074,6.9865806143482,Algeria_DZA,Algeria,161272.144081365,Algeria,Africa,Lower middle income
DZA,25,14,29107.2129688179,132383.440238331,161490.653207149,2308312.93566074,6.99604679730841,Algeria_DZA,Algeria,161490.653207149,Algeria,Africa,Lower middle income
DZA,30,17,29424.348571538,132383.440238331,161807.788809869,2308312.93566074,7.00978564518387,Algeria_DZA,Algeria,161807.788809869,Algeria,Africa,Lower middle income
DZA,35,20,29521.1043352858,132383.440238331,161904.544573617,2308312.93566074,7.01397726765643,Algeria_DZA,Algeria,161904.544573617,Algeria,Africa,Lower middle income
DZA,40,22,29649.4429615852,132383.440238331,162032.883199916,2308312.93566074,7.01953711287136,Algeria_DZA,Algeria,162032.883199916,Algeria,Africa,Lower middle income
DZA,45,25,29842.6565612669,132383.440238331,162226.096799598,2308312.93566074,7.02790745108231,Algeria_DZA,Algeria,162226.096799598,Algeria,Africa,Lower middle income
DZA,50,28,30283.0456251005,132383.440238331,162666.485863431,2308312.93566074,7.0469858462613,Algeria_DZA,Algeria,162666.485863431,Algeria,Africa,Lower middle income
DZA,55,31,30487.1816154574,132383.440238331,162870.621853788,2308312.93566074,7.0558293608127,Algeria_DZA,Algeria,162870.621853788,Algeria,Africa,Lower middle income
DZA,60,33,31376.3356373349,132383.440238331,163759.775875666,2308312.93566074,7.09434900899998,Algeria_DZA,Algeria,163759.775875666,Algeria,Africa,Lower middle income
DZA,65,36,32640.0863027845,132383.440238331,165023.526541116,2308312.93566074,7.14909681402791,Algeria_DZA,Algeria,165023.526541116,Algeria,Africa,Lower middle income
DZA,70,39,32757.8078110581,132383.440238331,165141.248049389,2308312.93566074,7.15419670782715,Algeria_DZA,Algeria,165141.248049389,Algeria,Africa,Lower middle income
DZA,75,42,33381.0276730269,132383.440238331,165764.467911358,2308312.93566074,7.18119564078555,Algeria_DZA,Algeria,165764.467911358,Algeria,Africa,Lower middle income
DZA,80,44,33517.4656891212,132383.440238331,165900.905927452,2308312.93566074,7.18710636519324,Algeria_DZA,Algeria,165900.905927452,Algeria,Africa,Lower middle income
DZA,85,47,33630.4867499886,132383.440238331,166013.92698832,2308312.93566074,7.19200262770263,Algeria_DZA,Algeria,166013.92698832,Algeria,Africa,Lower middle income
DZA,90,50,34080.7154780395,132383.440238331,166464.15571637,2308312.93566074,7.21150729369026,Algeria_DZA,Algeria,166464.15571637,Algeria,Africa,Lower middle income
DZA,95,53,34133.5207058298,132383.440238331,166516.960944161,2308312.93566074,7.21379490500046,Algeria_DZA,Algeria,166516.960944161,Algeria,Africa,Lower middle income
DZA,100,55,34201.9873489523,132383.440238331,166585.427587283,2308312.93566074,7.21676099517239,Algeria_DZA,Algeria,166585.427587283,Algeria,Africa,Lower middle income
ECU,0,0,0,59383.0193599492,59383.0193599492,254345.004090524,23.3474290451619,Ecuador_ECU,Ecuador,59383.0193599492,Ecuador,Southern America,Upper middle income
ECU,5,42,477.230181424746,59383.0193599492,59860.2495413739,254345.004090524,23.535060087152,Ecuador_ECU,Ecuador,59860.2495413739,Ecuador,Southern America,Upper middle income
ECU,10,83,1680.8597126257,59383.0193599492,61063.8790725749,254345.004090524,24.0082872045883,Ecuador_ECU,Ecuador,61063.8790725749,Ecuador,Southern America,Upper middle income
ECU,15,124,2371.25074399774,59383.0193599492,61754.2701039469,254345.004090524,24.2797260063217,Ecuador_ECU,Ecuador,61754.2701039469,Ecuador,Southern America,Upper middle income
ECU,20,166,2613.69761567581,59383.0193599492,61996.716975625,254345.004090524,24.3750480562063,Ecuador_ECU,Ecuador,61996.716975625,Ecuador,Southern America,Upper middle income
ECU,25,207,3243.89942268463,59383.0193599492,62626.9187826338,254345.004090524,24.6228224558892,Ecuador_ECU,Ecuador,62626.9187826338,Ecuador,Southern America,Upper middle income
ECU,30,248,3958.02051937194,59383.0193599492,63341.0398793211,254345.004090524,24.903591130407,Ecuador_ECU,Ecuador,63341.0398793211,Ecuador,Southern America,Upper middle income
ECU,35,290,5338.1231123573,59383.0193599492,64721.1424723065,254345.004090524,25.4462015889534,Ecuador_ECU,Ecuador,64721.1424723065,Ecuador,Southern America,Upper middle income
ECU,40,331,6441.30267119095,59383.0193599492,65824.3220311402,254345.004090524,25.8799351166782,Ecuador_ECU,Ecuador,65824.3220311402,Ecuador,Southern America,Upper middle income
ECU,45,372,7939.67561759712,59383.0193599492,67322.6949775463,254345.004090524,26.4690455463342,Ecuador_ECU,Ecuador,67322.6949775463,Ecuador,Southern America,Upper middle income
ECU,50,413,8358.1837982223,59383.0193599492,67741.2031581715,254345.004090524,26.6335890498017,Ecuador_ECU,Ecuador,67741.2031581715,Ecuador,Southern America,Upper middle income
ECU,55,455,9705.08853039742,59383.0193599492,69088.1078903466,254345.004090524,27.1631472131284,Ecuador_ECU,Ecuador,69088.1078903466,Ecuador,Southern America,Upper middle income
ECU,60,496,10614.4115874353,59383.0193599492,69997.4309473845,254345.004090524,27.520662809037,Ecuador_ECU,Ecuador,69997.4309473845,Ecuador,Southern America,Upper middle income
ECU,65,537,11838.2549030214,59383.0193599492,71221.2742629706,254345.004090524,28.0018373144936,Ecuador_ECU,Ecuador,71221.2742629706,Ecuador,Southern America,Upper middle income
ECU,70,579,12407.8809076277,59383.0193599492,71790.9002675769,254345.004090524,28.2257953224927,Ecuador_ECU,Ecuador,71790.9002675769,Ecuador,Southern America,Upper middle income
ECU,75,620,13144.0471454131,59383.0193599492,72527.0665053623,254345.004090524,28.5152314136075,Ecuador_ECU,Ecuador,72527.0665053623,Ecuador,Southern America,Upper middle income
ECU,80,661,14352.0504273423,59383.0193599492,73735.0697872915,254345.004090524,28.9901781444264,Ecuador_ECU,Ecuador,73735.0697872915,Ecuador,Southern America,Upper middle income
ECU,85,703,15055.9343698962,59383.0193599492,74438.9537298454,254345.004090524,29.2669219102695,Ecuador_ECU,Ecuador,74438.9537298454,Ecuador,Southern America,Upper middle income
ECU,90,744,15986.9207200382,59383.0193599492,75369.9400799874,254345.004090524,29.6329547928382,Ecuador_ECU,Ecuador,75369.9400799874,Ecuador,Southern America,Upper middle income
ECU,95,785,17935.3110474377,59383.0193599492,77318.3304073869,254345.004090524,30.3989970960344,Ecuador_ECU,Ecuador,77318.3304073869,Ecuador,Southern America,Upper middle income
ECU,100,826,22073.436086281,59383.0193599492,81456.4554462302,254345.004090524,32.0259702908255,Ecuador_ECU,Ecuador,81456.4554462302,Ecuador,Southern America,Upper middle income
EGY,0,0,0,178412.69209283,178412.69209283,998907.369507477,17.8607844469902,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,178412.69209283,Arab Republic of Egypt,Africa,Lower middle income
EGY,5,1,289.280502558158,178412.69209283,178701.972595388,998907.369507477,17.889744139489,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,178701.972595388,Arab Republic of Egypt,Africa,Lower middle income
EGY,10,2,578.561005116316,178412.69209283,178991.253097946,998907.369507477,17.9187038319879,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,178991.253097946,Arab Republic of Egypt,Africa,Lower middle income
EGY,15,3,867.841507674475,178412.69209283,179280.533600505,998907.369507477,17.9476635244869,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,179280.533600505,Arab Republic of Egypt,Africa,Lower middle income
EGY,20,3,1157.12201023263,178412.69209283,179569.814103063,998907.369507477,17.9766232169858,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,179569.814103063,Arab Republic of Egypt,Africa,Lower middle income
EGY,25,4,1529.29558996083,178412.69209283,179941.987682791,998907.369507477,18.013881284259,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,179941.987682791,Arab Republic of Egypt,Africa,Lower middle income
EGY,30,5,1934.62640055704,178412.69209283,180347.318493387,998907.369507477,18.0544587014419,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,180347.318493387,Arab Republic of Egypt,Africa,Lower middle income
EGY,35,5,2339.95721115326,178412.69209283,180752.649303983,998907.369507477,18.0950361186248,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,180752.649303983,Arab Republic of Egypt,Africa,Lower middle income
EGY,40,6,2540.31412363849,178412.69209283,180953.006216469,998907.369507477,18.1150937254262,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,180953.006216469,Arab Republic of Egypt,Africa,Lower middle income
EGY,45,7,2663.72414829328,178412.69209283,181076.416241123,998907.369507477,18.1274482267965,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181076.416241123,Arab Republic of Egypt,Africa,Lower middle income
EGY,50,7,2730.08807764324,178412.69209283,181142.780170473,998907.369507477,18.1340918787883,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181142.780170473,Arab Republic of Egypt,Africa,Lower middle income
EGY,55,8,2796.45200699319,178412.69209283,181209.144099823,998907.369507477,18.14073553078,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181209.144099823,Arab Republic of Egypt,Africa,Lower middle income
EGY,60,9,2862.81593634315,178412.69209283,181275.508029173,998907.369507477,18.1473791827718,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181275.508029173,Arab Republic of Egypt,Africa,Lower middle income
EGY,65,10,2955.35265075397,178412.69209283,181368.044743584,998907.369507477,18.156642976116,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181368.044743584,Arab Republic of Egypt,Africa,Lower middle income
EGY,70,10,3204.92607552992,178412.69209283,181617.61816836,998907.369507477,18.1816276175747,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181617.61816836,Arab Republic of Egypt,Africa,Lower middle income
EGY,75,11,3435.74220337825,178412.69209283,181848.434296208,998907.369507477,18.2047344776193,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,181848.434296208,Arab Republic of Egypt,Africa,Lower middle income
EGY,80,12,3599.47154988287,178412.69209283,182012.163642713,998907.369507477,18.2211253214056,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,182012.163642713,Arab Republic of Egypt,Africa,Lower middle income
EGY,85,12,3614.24123995582,178412.69209283,182026.933332786,998907.369507477,18.2226039059594,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,182026.933332786,Arab Republic of Egypt,Africa,Lower middle income
EGY,90,13,6964.96315246247,178412.69209283,185377.655245292,998907.369507477,18.558042607764,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,185377.655245292,Arab Republic of Egypt,Africa,Lower middle income
EGY,95,14,9205.36677533585,178412.69209283,187618.058868166,998907.369507477,18.782328031144,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,187618.058868166,Arab Republic of Egypt,Africa,Lower middle income
EGY,100,14,9224.02329593515,178412.69209283,187636.715388765,998907.369507477,18.784195723902,Arab_Republic_of_Egypt_EGY,Arab_Republic_of_Egypt,187636.715388765,Arab Republic of Egypt,Africa,Lower middle income
ERI,0,0,0,18481.7262107924,18481.7262107924,120941.097950379,15.2815928778613,Eritrea_ERI,Eritrea,18481.7262107924,Eritrea,Africa,Low income
ERI,5,1,2.6899416215906,18481.7262107924,18484.416152414,120941.097950379,15.2838170528252,Eritrea_ERI,Eritrea,18484.416152414,Eritrea,Africa,Low income
ERI,10,1,5.37988324318119,18481.7262107924,18487.1060940356,120941.097950379,15.286041227789,Eritrea_ERI,Eritrea,18487.1060940356,Eritrea,Africa,Low income
ERI,15,1,8.06982486477179,18481.7262107924,18489.7960356572,120941.097950379,15.2882654027528,Eritrea_ERI,Eritrea,18489.7960356572,Eritrea,Africa,Low income
ERI,20,1,10.7597664863624,18481.7262107924,18492.4859772788,120941.097950379,15.2904895777167,Eritrea_ERI,Eritrea,18492.4859772788,Eritrea,Africa,Low income
ERI,25,1,13.449708107953,18481.7262107924,18495.1759189004,120941.097950379,15.2927137526805,Eritrea_ERI,Eritrea,18495.1759189004,Eritrea,Africa,Low income
ERI,30,1,16.1396497295436,18481.7262107924,18497.8658605219,120941.097950379,15.2949379276442,Eritrea_ERI,Eritrea,18497.8658605219,Eritrea,Africa,Low income
ERI,35,1,18.8295913511342,18481.7262107924,18500.5558021435,120941.097950379,15.2971621026081,Eritrea_ERI,Eritrea,18500.5558021435,Eritrea,Africa,Low income
ERI,40,1,21.5195329727248,18481.7262107924,18503.2457437651,120941.097950379,15.2993862775719,Eritrea_ERI,Eritrea,18503.2457437651,Eritrea,Africa,Low income
ERI,45,1,24.2094745943154,18481.7262107924,18505.9356853867,120941.097950379,15.3016104525358,Eritrea_ERI,Eritrea,18505.9356853867,Eritrea,Africa,Low income
ERI,50,1,26.899416215906,18481.7262107924,18508.6256270083,120941.097950379,15.3038346274996,Eritrea_ERI,Eritrea,18508.6256270083,Eritrea,Africa,Low income
ERI,55,1,29.5893578374966,18481.7262107924,18511.3155686299,120941.097950379,15.3060588024634,Eritrea_ERI,Eritrea,18511.3155686299,Eritrea,Africa,Low income
ERI,60,1,32.2792994590872,18481.7262107924,18514.0055102515,120941.097950379,15.3082829774273,Eritrea_ERI,Eritrea,18514.0055102515,Eritrea,Africa,Low income
ERI,65,1,34.9692410806778,18481.7262107924,18516.6954518731,120941.097950379,15.3105071523911,Eritrea_ERI,Eritrea,18516.6954518731,Eritrea,Africa,Low income
ERI,70,1,37.6591827022684,18481.7262107924,18519.3853934947,120941.097950379,15.3127313273549,Eritrea_ERI,Eritrea,18519.3853934947,Eritrea,Africa,Low income
ERI,75,1,40.349124323859,18481.7262107924,18522.0753351163,120941.097950379,15.3149555023188,Eritrea_ERI,Eritrea,18522.0753351163,Eritrea,Africa,Low income
ERI,80,1,43.0390659454496,18481.7262107924,18524.7652767379,120941.097950379,15.3171796772826,Eritrea_ERI,Eritrea,18524.7652767379,Eritrea,Africa,Low income
ERI,85,1,45.7290075670402,18481.7262107924,18527.4552183594,120941.097950379,15.3194038522464,Eritrea_ERI,Eritrea,18527.4552183594,Eritrea,Africa,Low income
ERI,90,1,48.4189491886308,18481.7262107924,18530.145159981,120941.097950379,15.3216280272102,Eritrea_ERI,Eritrea,18530.145159981,Eritrea,Africa,Low income
ERI,95,1,51.1088908102213,18481.7262107924,18532.8351016026,120941.097950379,15.323852202174,Eritrea_ERI,Eritrea,18532.8351016026,Eritrea,Africa,Low income
ERI,100,1,53.7988324318119,18481.7262107924,18535.5250432242,120941.097950379,15.3260763771379,Eritrea_ERI,Eritrea,18535.5250432242,Eritrea,Africa,Low income
ESP,0,0,0,142261.726127855,142261.726127855,505798.406134397,28.1261712971975,Spain_ESP,Spain,142261.726127855,Spain,Europe,High income
ESP,5,4,109.607405938399,142261.726127855,142371.333533793,505798.406134397,28.1478414734196,Spain_ESP,Spain,142371.333533793,Spain,Europe,High income
ESP,10,8,271.322769864331,142261.726127855,142533.048897719,505798.406134397,28.1798137694895,Spain_ESP,Spain,142533.048897719,Spain,Europe,High income
ESP,15,11,487.320046843281,142261.726127855,142749.046174698,505798.406134397,28.2225179920333,Spain_ESP,Spain,142749.046174698,Spain,Europe,High income
ESP,20,15,759.144153422915,142261.726127855,143020.870281278,505798.406134397,28.2762595822169,Spain_ESP,Spain,143020.870281278,Spain,Europe,High income
ESP,25,19,897.222624616436,142261.726127855,143158.948752471,505798.406134397,28.3035586937836,Spain_ESP,Spain,143158.948752471,Spain,Europe,High income
ESP,30,22,1031.11303831941,142261.726127855,143292.839166174,505798.406134397,28.3300297961199,Spain_ESP,Spain,143292.839166174,Spain,Europe,High income
ESP,35,26,1234.40945519725,142261.726127855,143496.135583052,505798.406134397,28.3702229668401,Spain_ESP,Spain,143496.135583052,Spain,Europe,High income
ESP,40,30,1371.37853651011,142261.726127855,143633.104664365,505798.406134397,28.3973027440106,Spain_ESP,Spain,143633.104664365,Spain,Europe,High income
ESP,45,33,1656.56233632811,142261.726127855,143918.288464183,505798.406134397,28.45368564209,Spain_ESP,Spain,143918.288464183,Spain,Europe,High income
ESP,50,37,1827.62498238675,142261.726127855,144089.351110242,505798.406134397,28.4875059633849,Spain_ESP,Spain,144089.351110242,Spain,Europe,High income
ESP,55,41,1898.44592080576,142261.726127855,144160.172048661,505798.406134397,28.5015077746915,Spain_ESP,Spain,144160.172048661,Spain,Europe,High income
ESP,60,44,2074.52671539883,142261.726127855,144336.252843254,505798.406134397,28.5363202202148,Spain_ESP,Spain,144336.252843254,Spain,Europe,High income
ESP,65,48,2370.67095207961,142261.726127855,144632.397079935,505798.406134397,28.5948700758666,Spain_ESP,Spain,144632.397079935,Spain,Europe,High income
ESP,70,52,2469.6381128508,142261.726127855,144731.364240706,505798.406134397,28.6144365987284,Spain_ESP,Spain,144731.364240706,Spain,Europe,High income
ESP,75,55,2566.42196316883,142261.726127855,144828.148091024,505798.406134397,28.6335714653362,Spain_ESP,Spain,144828.148091024,Spain,Europe,High income
ESP,80,59,2704.05628169629,142261.726127855,144965.782409551,505798.406134397,28.6607827647112,Spain_ESP,Spain,144965.782409551,Spain,Europe,High income
ESP,85,63,2905.30659219344,142261.726127855,145167.032720048,505798.406134397,28.7005714054139,Spain_ESP,Spain,145167.032720048,Spain,Europe,High income
ESP,90,66,3065.08993785199,142261.726127855,145326.816065707,505798.406134397,28.7321617275108,Spain_ESP,Spain,145326.816065707,Spain,Europe,High income
ESP,95,70,3343.62969534073,142261.726127855,145605.355823196,505798.406134397,28.7872310504092,Spain_ESP,Spain,145605.355823196,Spain,Europe,High income
ESP,100,73,3635.76880431096,142261.726127855,145897.494932166,505798.406134397,28.8449890633699,Spain_ESP,Spain,145897.494932166,Spain,Europe,High income
EST,0,0,0,9157.67981724284,9157.67981724284,45378.0197753476,20.1808714055387,Estonia_EST,Estonia,9157.67981724284,Estonia,Europe,High income
EST,5,1,10.4470256907149,9157.67981724284,9168.12684293356,45378.0197753476,20.2038936214539,Estonia_EST,Estonia,9168.12684293356,Estonia,Europe,High income
EST,10,2,15.7253065931792,9157.67981724284,9173.40512383602,45378.0197753476,20.2155254223315,Estonia_EST,Estonia,9173.40512383602,Estonia,Europe,High income
EST,15,3,17.1270289044558,9157.67981724284,9174.8068461473,45378.0197753476,20.2186144119309,Estonia_EST,Estonia,9174.8068461473,Estonia,Europe,High income
EST,20,3,18.5287512157323,9157.67981724284,9176.20856845857,45378.0197753476,20.2217034015303,Estonia_EST,Estonia,9176.20856845857,Estonia,Europe,High income
EST,25,4,19.9304735270088,9157.67981724284,9177.61029076985,45378.0197753476,20.2247923911297,Estonia_EST,Estonia,9177.61029076985,Estonia,Europe,High income
EST,30,5,21.3321958382853,9157.67981724284,9179.01201308113,45378.0197753476,20.2278813807292,Estonia_EST,Estonia,9179.01201308113,Estonia,Europe,High income
EST,35,5,22.7339181495619,9157.67981724284,9180.4137353924,45378.0197753476,20.2309703703285,Estonia_EST,Estonia,9180.4137353924,Estonia,Europe,High income
EST,40,6,24.1356404608384,9157.67981724284,9181.81545770368,45378.0197753476,20.234059359928,Estonia_EST,Estonia,9181.81545770368,Estonia,Europe,High income
EST,45,7,25.5373627721149,9157.67981724284,9183.21718001495,45378.0197753476,20.2371483495273,Estonia_EST,Estonia,9183.21718001495,Estonia,Europe,High income
EST,50,7,26.9390850833914,9157.67981724284,9184.61890232623,45378.0197753476,20.2402373391268,Estonia_EST,Estonia,9184.61890232623,Estonia,Europe,High income
EST,55,8,28.340807394668,9157.67981724284,9186.02062463751,45378.0197753476,20.2433263287262,Estonia_EST,Estonia,9186.02062463751,Estonia,Europe,High income
EST,60,9,29.7425297059445,9157.67981724284,9187.42234694879,45378.0197753476,20.2464153183256,Estonia_EST,Estonia,9187.42234694879,Estonia,Europe,High income
EST,65,10,31.144252017221,9157.67981724284,9188.82406926006,45378.0197753476,20.249504307925,Estonia_EST,Estonia,9188.82406926006,Estonia,Europe,High income
EST,70,10,32.5459743284975,9157.67981724284,9190.22579157134,45378.0197753476,20.2525932975244,Estonia_EST,Estonia,9190.22579157134,Estonia,Europe,High income
EST,75,11,33.9476966397741,9157.67981724284,9191.62751388262,45378.0197753476,20.2556822871238,Estonia_EST,Estonia,9191.62751388262,Estonia,Europe,High income
EST,80,12,35.3494189510506,9157.67981724284,9193.02923619389,45378.0197753476,20.2587712767232,Estonia_EST,Estonia,9193.02923619389,Estonia,Europe,High income
EST,85,12,36.7511412623271,9157.67981724284,9194.43095850517,45378.0197753476,20.2618602663226,Estonia_EST,Estonia,9194.43095850517,Estonia,Europe,High income
EST,90,13,50.7674683489649,9157.67981724284,9208.44728559181,45378.0197753476,20.2927481877348,Estonia_EST,Estonia,9208.44728559181,Estonia,Europe,High income
EST,95,14,64.5121502349613,9157.67981724284,9222.1919674778,45378.0197753476,20.3230374818778,Estonia_EST,Estonia,9222.1919674778,Estonia,Europe,High income
EST,100,14,75.0913930144667,9157.67981724284,9232.77121025731,45378.0197753476,20.3463510659255,Estonia_EST,Estonia,9232.77121025731,Estonia,Europe,High income
ETH,0,0,0,233017.640066761,233017.640066761,1128819.80916322,20.6425895590452,Ethiopia_ETH,Ethiopia,233017.640066761,Ethiopia,Africa,Low income
ETH,5,6,1898.51359956923,233017.640066761,234916.15366633,1128819.80916322,20.8107752680625,Ethiopia_ETH,Ethiopia,234916.15366633,Ethiopia,Africa,Low income
ETH,10,11,3342.35152728544,233017.640066761,236359.991594046,1128819.80916322,20.9386821240546,Ethiopia_ETH,Ethiopia,236359.991594046,Ethiopia,Africa,Low income
ETH,15,16,3841.72572970768,233017.640066761,236859.365796469,1128819.80916322,20.9829207348912,Ethiopia_ETH,Ethiopia,236859.365796469,Ethiopia,Africa,Low income
ETH,20,21,4048.8496841451,233017.640066761,237066.489750906,1128819.80916322,21.0012694520873,Ethiopia_ETH,Ethiopia,237066.489750906,Ethiopia,Africa,Low income
ETH,25,26,4196.83560684679,233017.640066761,237214.475673608,1128819.80916322,21.0143792435262,Ethiopia_ETH,Ethiopia,237214.475673608,Ethiopia,Africa,Low income
ETH,30,31,5109.94136261799,233017.640066761,238127.581429379,1128819.80916322,21.0952695458011,Ethiopia_ETH,Ethiopia,238127.581429379,Ethiopia,Africa,Low income
ETH,35,36,5803.14476287996,233017.640066761,238820.784829641,1128819.80916322,21.1566791166321,Ethiopia_ETH,Ethiopia,238820.784829641,Ethiopia,Africa,Low income
ETH,40,41,7023.20824138186,233017.640066761,240040.848308143,1128819.80916322,21.2647622197632,Ethiopia_ETH,Ethiopia,240040.848308143,Ethiopia,Africa,Low income
ETH,45,46,8704.82704449524,233017.640066761,241722.467111256,1128819.80916322,21.413733631273,Ethiopia_ETH,Ethiopia,241722.467111256,Ethiopia,Africa,Low income
ETH,50,51,10279.7133669755,233017.640066761,243297.353433737,1128819.80916322,21.5532498153173,Ethiopia_ETH,Ethiopia,243297.353433737,Ethiopia,Africa,Low income
ETH,55,56,11470.6991253391,233017.640066761,244488.3391921,1128819.80916322,21.658756978524,Ethiopia_ETH,Ethiopia,244488.3391921,Ethiopia,Africa,Low income
ETH,60,61,11724.5555583958,233017.640066761,244742.195625157,1128819.80916322,21.6812456371209,Ethiopia_ETH,Ethiopia,244742.195625157,Ethiopia,Africa,Low income
ETH,65,66,12616.9460622428,233017.640066761,245634.586129004,1128819.80916322,21.760300814626,Ethiopia_ETH,Ethiopia,245634.586129004,Ethiopia,Africa,Low income
ETH,70,71,13687.3202818241,233017.640066761,246704.960348585,1128819.80916322,21.8551232310022,Ethiopia_ETH,Ethiopia,246704.960348585,Ethiopia,Africa,Low income
ETH,75,76,15458.1431768794,233017.640066761,248475.783243641,1128819.80916322,22.0119970633606,Ethiopia_ETH,Ethiopia,248475.783243641,Ethiopia,Africa,Low income
ETH,80,81,15960.34289833,233017.640066761,248977.982965091,1128819.80916322,22.0564859815541,Ethiopia_ETH,Ethiopia,248977.982965091,Ethiopia,Africa,Low income
ETH,85,86,17156.4416426407,233017.640066761,250174.081709402,1128819.80916322,22.1624460944615,Ethiopia_ETH,Ethiopia,250174.081709402,Ethiopia,Africa,Low income
ETH,90,91,19490.6591331453,233017.640066761,252508.299199906,1128819.80916322,22.3692299825149,Ethiopia_ETH,Ethiopia,252508.299199906,Ethiopia,Africa,Low income
ETH,95,96,20385.8818052746,233017.640066761,253403.521872036,1128819.80916322,22.4485360564217,Ethiopia_ETH,Ethiopia,253403.521872036,Ethiopia,Africa,Low income
ETH,100,101,21418.2265471368,233017.640066761,254435.866613898,1128819.80916322,22.5399895136947,Ethiopia_ETH,Ethiopia,254435.866613898,Ethiopia,Africa,Low income
FIN,0,0,0,45225.7717365434,45225.7717365434,336683.337447168,13.432732394617,Finland_FIN,Finland,45225.7717365434,Finland,Europe,High income
FIN,5,12,390.713261645888,45225.7717365434,45616.4849981893,336683.337447168,13.5487800923167,Finland_FIN,Finland,45616.4849981893,Finland,Europe,High income
FIN,10,24,621.941534967171,45225.7717365434,45847.7132715106,336683.337447168,13.6174583569064,Finland_FIN,Finland,45847.7132715106,Finland,Europe,High income
FIN,15,36,1030.45334000991,45225.7717365434,46256.2250765533,336683.337447168,13.7387924888952,Finland_FIN,Finland,46256.2250765533,Finland,Europe,High income
FIN,20,48,1226.41659881626,45225.7717365434,46452.1883353597,336683.337447168,13.7969965153529,Finland_FIN,Finland,46452.1883353597,Finland,Europe,High income
FIN,25,59,1520.63716095506,45225.7717365434,46746.4088974985,336683.337447168,13.8843844343303,Finland_FIN,Finland,46746.4088974985,Finland,Europe,High income
FIN,30,71,2114.95038219721,45225.7717365434,47340.7221187406,336683.337447168,14.0609043731394,Finland_FIN,Finland,47340.7221187406,Finland,Europe,High income
FIN,35,83,2595.45352947297,45225.7717365434,47821.2252660164,336683.337447168,14.2036210133269,Finland_FIN,Finland,47821.2252660164,Finland,Europe,High income
FIN,40,95,3198.41041817021,45225.7717365434,48424.1821547136,336683.337447168,14.3827082509874,Finland_FIN,Finland,48424.1821547136,Finland,Europe,High income
FIN,45,107,3783.55590296149,45225.7717365434,49009.3276395049,336683.337447168,14.5565052345946,Finland_FIN,Finland,49009.3276395049,Finland,Europe,High income
FIN,50,118,4372.65538360603,45225.7717365434,49598.4271201494,336683.337447168,14.7314766142629,Finland_FIN,Finland,49598.4271201494,Finland,Europe,High income
FIN,55,130,5165.48486019836,45225.7717365434,50391.2565967418,336683.337447168,14.966958857787,Finland_FIN,Finland,50391.2565967418,Finland,Europe,High income
FIN,60,142,6092.93802584662,45225.7717365434,51318.70976239,336683.337447168,15.2424263557275,Finland_FIN,Finland,51318.70976239,Finland,Europe,High income
FIN,65,154,6816.00084796671,45225.7717365434,52041.7725845101,336683.337447168,15.4571868566785,Finland_FIN,Finland,52041.7725845101,Finland,Europe,High income
FIN,70,166,7767.03859438568,45225.7717365434,52992.8103309291,336683.337447168,15.7396593287735,Finland_FIN,Finland,52992.8103309291,Finland,Europe,High income
