gid0,species_pct,species_included,cumarea,totparea,cmbparea,totarea,parea_pct,bname,cname,tcmbparea,cname0,unregion2,wbincomegroup
MAR,85,84,8896.36174554768,133129.210868179,142025.572613727,413766.778211575,34.3250304501498,Morocco_MAR,Morocco,142025.572613727,Morocco,Africa,Lower middle income
MAR,90,89,8911.76086356333,133129.210868179,142040.971731742,413766.778211575,34.3287521404415,Morocco_MAR,Morocco,142040.971731742,Morocco,Africa,Lower middle income
MAR,95,94,10986.8948666226,133129.210868179,144116.105734802,413766.778211575,34.830274764377,Morocco_MAR,Morocco,144116.105734802,Morocco,Africa,Lower middle income
MAR,100,98,12920.2878544699,133129.210868179,146049.498722649,413766.778211575,35.2975411302761,Morocco_MAR,Morocco,146049.498722649,Morocco,Africa,Lower middle income
MDG,0,0,0,82442.1689407676,82442.1689407676,585759.710534486,14.0744007240686,Madagascar_MDG,Madagascar,82442.1689407676,Madagascar,Africa,Low income
MDG,5,26,99.0032206431056,82442.1689407676,82541.1721614107,585759.710534486,14.0913024021565,Madagascar_MDG,Madagascar,82541.1721614107,Madagascar,Africa,Low income
MDG,10,52,328.601566000502,82442.1689407676,82770.7705067681,585759.710534486,14.130499079775,Madagascar_MDG,Madagascar,82770.7705067681,Madagascar,Africa,Low income
MDG,15,78,810.765656299291,82442.1689407676,83252.9345970669,585759.710534486,14.2128133942673,Madagascar_MDG,Madagascar,83252.9345970669,Madagascar,Africa,Low income
MDG,20,104,1031.1835151106,82442.1689407676,83473.3524558782,585759.710534486,14.2504427932934,Madagascar_MDG,Madagascar,83473.3524558782,Madagascar,Africa,Low income
MDG,25,130,1450.82118746595,82442.1689407676,83892.9901282336,585759.710534486,14.3220826935475,Madagascar_MDG,Madagascar,83892.9901282336,Madagascar,Africa,Low income
MDG,30,156,2019.73710938408,82442.1689407676,84461.9060501517,585759.710534486,14.4192071477711,Madagascar_MDG,Madagascar,84461.9060501517,Madagascar,Africa,Low income
MDG,35,181,2947.31631831523,82442.1689407676,85389.4852590828,585759.710534486,14.5775620486373,Madagascar_MDG,Madagascar,85389.4852590828,Madagascar,Africa,Low income
MDG,40,207,3614.55870859011,82442.1689407676,86056.7276493577,585759.710534486,14.6914726468357,Madagascar_MDG,Madagascar,86056.7276493577,Madagascar,Africa,Low income
MDG,45,233,6541.43592074953,82442.1689407676,88983.6048615171,585759.710534486,15.1911446385281,Madagascar_MDG,Madagascar,88983.6048615171,Madagascar,Africa,Low income
MDG,50,259,9222.72342733381,82442.1689407676,91664.8923681014,585759.710534486,15.6488899320952,Madagascar_MDG,Madagascar,91664.8923681014,Madagascar,Africa,Low income
MDG,55,285,9463.56675076254,82442.1689407676,91905.7356915302,585759.710534486,15.6900063351352,Madagascar_MDG,Madagascar,91905.7356915302,Madagascar,Africa,Low income
MDG,60,311,10869.0796736498,82442.1689407676,93311.2486144174,585759.710534486,15.9299533471283,Madagascar_MDG,Madagascar,93311.2486144174,Madagascar,Africa,Low income
MDG,65,337,12897.2971233687,82442.1689407676,95339.4660641363,585759.710534486,16.2762075215351,Madagascar_MDG,Madagascar,95339.4660641363,Madagascar,Africa,Low income
MDG,70,362,15248.4897678726,82442.1689407676,97690.6587086402,585759.710534486,16.6775995261779,Madagascar_MDG,Madagascar,97690.6587086402,Madagascar,Africa,Low income
MDG,75,388,18064.0232996705,82442.1689407676,100506.192240438,585759.710534486,17.1582630954132,Madagascar_MDG,Madagascar,100506.192240438,Madagascar,Africa,Low income
MDG,80,414,18812.4479201146,82442.1689407676,101254.616860882,585759.710534486,17.2860329995197,Madagascar_MDG,Madagascar,101254.616860882,Madagascar,Africa,Low income
MDG,85,440,20390.4072873729,82442.1689407676,102832.576228141,585759.710534486,17.5554198041907,Madagascar_MDG,Madagascar,102832.576228141,Madagascar,Africa,Low income
MDG,90,466,23409.4071442313,82442.1689407676,105851.576084999,585759.710534486,18.0708188325914,Madagascar_MDG,Madagascar,105851.576084999,Madagascar,Africa,Low income
MDG,95,492,25460.7951528855,82442.1689407676,107902.964093653,585759.710534486,18.4210286493066,Madagascar_MDG,Madagascar,107902.964093653,Madagascar,Africa,Low income
MDG,100,517,29621.3559798215,82442.1689407676,112063.524920589,585759.710534486,19.1313132168709,Madagascar_MDG,Madagascar,112063.524920589,Madagascar,Africa,Low income
MEX,0,0,0,288803.763655735,288803.763655735,1945784.97051953,14.8425323471701,Mexico_MEX,Mexico,288803.763655735,Mexico,Southern America,Upper middle income
MEX,5,130,5259.82475767951,288803.763655735,294063.588413415,1945784.97051953,15.1128512589394,Mexico_MEX,Mexico,294063.588413415,Mexico,Southern America,Upper middle income
MEX,10,259,11406.0038936297,288803.763655735,300209.767549365,1945784.97051953,15.4287227056342,Mexico_MEX,Mexico,300209.767549365,Mexico,Southern America,Upper middle income
MEX,15,388,15799.4124119547,288803.763655735,304603.17606769,1945784.97051953,15.6545137660489,Mexico_MEX,Mexico,304603.17606769,Mexico,Southern America,Upper middle income
MEX,20,517,21618.4164240012,288803.763655735,310422.180079736,1945784.97051953,15.9535706556954,Mexico_MEX,Mexico,310422.180079736,Mexico,Southern America,Upper middle income
MEX,25,646,29445.6359775336,288803.763655735,318249.399633269,1945784.97051953,16.3558360484353,Mexico_MEX,Mexico,318249.399633269,Mexico,Southern America,Upper middle income
MEX,30,775,32125.5173931931,288803.763655735,320929.281048928,1945784.97051953,16.4935635700403,Mexico_MEX,Mexico,320929.281048928,Mexico,Southern America,Upper middle income
MEX,35,904,34724.3968461609,288803.763655735,323528.160501896,1945784.97051953,16.6271281464114,Mexico_MEX,Mexico,323528.160501896,Mexico,Southern America,Upper middle income
MEX,40,1033,39710.1802408774,288803.763655735,328513.943896612,1945784.97051953,16.8833632119636,Mexico_MEX,Mexico,328513.943896612,Mexico,Southern America,Upper middle income
MEX,45,1162,47810.84488253,288803.763655735,336614.608538265,1945784.97051953,17.2996818064839,Mexico_MEX,Mexico,336614.608538265,Mexico,Southern America,Upper middle income
MEX,50,1291,52526.8695536446,288803.763655735,341330.63320938,1945784.97051953,17.5420531241047,Mexico_MEX,Mexico,341330.63320938,Mexico,Southern America,Upper middle income
MEX,55,1420,59286.7719122088,288803.763655735,348090.535567944,1945784.97051953,17.8894657344898,Mexico_MEX,Mexico,348090.535567944,Mexico,Southern America,Upper middle income
MEX,60,1549,64022.0712479197,288803.763655735,352825.834903655,1945784.97051953,18.1328276376526,Mexico_MEX,Mexico,352825.834903655,Mexico,Southern America,Upper middle income
MEX,65,1678,68794.7113845216,288803.763655735,357598.475040257,1945784.97051953,18.3781086018347,Mexico_MEX,Mexico,357598.475040257,Mexico,Southern America,Upper middle income
MEX,70,1807,74562.2842710715,288803.763655735,363366.047926807,1945784.97051953,18.6745222844325,Mexico_MEX,Mexico,363366.047926807,Mexico,Southern America,Upper middle income
MEX,75,1936,79329.7063607301,288803.763655735,368133.470016465,1945784.97051953,18.9195350767959,Mexico_MEX,Mexico,368133.470016465,Mexico,Southern America,Upper middle income
MEX,80,2065,83142.1896479893,288803.763655735,371945.953303724,1945784.97051953,19.1154705653016,Mexico_MEX,Mexico,371945.953303724,Mexico,Southern America,Upper middle income
MEX,85,2194,88115.3273296832,288803.763655735,376919.090985418,1945784.97051953,19.3710557279502,Mexico_MEX,Mexico,376919.090985418,Mexico,Southern America,Upper middle income
MEX,90,2323,95177.3861487676,288803.763655735,383981.149804503,1945784.97051953,19.7339971077061,Mexico_MEX,Mexico,383981.149804503,Mexico,Southern America,Upper middle income
MEX,95,2452,101746.913108699,288803.763655735,390550.676764434,1945784.97051953,20.071625728518,Mexico_MEX,Mexico,390550.676764434,Mexico,Southern America,Upper middle income
MEX,100,2581,112925.098898514,288803.763655735,401728.862554249,1945784.97051953,20.646107799208,Mexico_MEX,Mexico,401728.862554249,Mexico,Southern America,Upper middle income
MKD,0,0,0,7144.41319062847,7144.41319062847,25436.411135554,28.0873475135897,North_Macedonia_MKD,North_Macedonia,7144.41319062847,North Macedonia,Europe,Upper middle income
MKD,5,1,0.437041785690368,7144.41319062847,7144.85023241416,25436.411135554,28.0890656875229,North_Macedonia_MKD,North_Macedonia,7144.85023241416,North Macedonia,Europe,Upper middle income
MKD,10,1,0.874083571380737,7144.41319062847,7145.28727419985,25436.411135554,28.0907838614562,North_Macedonia_MKD,North_Macedonia,7145.28727419985,North Macedonia,Europe,Upper middle income
MKD,15,1,1.31112535707111,7144.41319062847,7145.72431598554,25436.411135554,28.0925020353895,North_Macedonia_MKD,North_Macedonia,7145.72431598554,North Macedonia,Europe,Upper middle income
MKD,20,1,1.74816714276147,7144.41319062847,7146.16135777123,25436.411135554,28.0942202093227,North_Macedonia_MKD,North_Macedonia,7146.16135777123,North Macedonia,Europe,Upper middle income
MKD,25,1,2.18520892845184,7144.41319062847,7146.59839955692,25436.411135554,28.095938383256,North_Macedonia_MKD,North_Macedonia,7146.59839955692,North Macedonia,Europe,Upper middle income
MKD,30,1,2.62225071414221,7144.41319062847,7147.03544134261,25436.411135554,28.0976565571893,North_Macedonia_MKD,North_Macedonia,7147.03544134261,North Macedonia,Europe,Upper middle income
MKD,35,1,3.05929249983258,7144.41319062847,7147.4724831283,25436.411135554,28.0993747311225,North_Macedonia_MKD,North_Macedonia,7147.4724831283,North Macedonia,Europe,Upper middle income
MKD,40,1,3.49633428552295,7144.41319062847,7147.90952491399,25436.411135554,28.1010929050558,North_Macedonia_MKD,North_Macedonia,7147.90952491399,North Macedonia,Europe,Upper middle income
MKD,45,1,3.93337607121332,7144.41319062847,7148.34656669968,25436.411135554,28.1028110789891,North_Macedonia_MKD,North_Macedonia,7148.34656669968,North Macedonia,Europe,Upper middle income
MKD,50,1,4.37041785690368,7144.41319062847,7148.78360848537,25436.411135554,28.1045292529223,North_Macedonia_MKD,North_Macedonia,7148.78360848537,North Macedonia,Europe,Upper middle income
MKD,55,1,4.80745964259405,7144.41319062847,7149.22065027106,25436.411135554,28.1062474268556,North_Macedonia_MKD,North_Macedonia,7149.22065027106,North Macedonia,Europe,Upper middle income
MKD,60,1,5.24450142828442,7144.41319062847,7149.65769205676,25436.411135554,28.1079656007889,North_Macedonia_MKD,North_Macedonia,7149.65769205676,North Macedonia,Europe,Upper middle income
MKD,65,1,5.68154321397479,7144.41319062847,7150.09473384245,25436.411135554,28.1096837747222,North_Macedonia_MKD,North_Macedonia,7150.09473384245,North Macedonia,Europe,Upper middle income
MKD,70,1,6.11858499966516,7144.41319062847,7150.53177562814,25436.411135554,28.1114019486555,North_Macedonia_MKD,North_Macedonia,7150.53177562814,North Macedonia,Europe,Upper middle income
MKD,75,1,6.55562678535553,7144.41319062847,7150.96881741383,25436.411135554,28.1131201225887,North_Macedonia_MKD,North_Macedonia,7150.96881741383,North Macedonia,Europe,Upper middle income
MKD,80,1,6.9926685710459,7144.41319062847,7151.40585919952,25436.411135554,28.114838296522,North_Macedonia_MKD,North_Macedonia,7151.40585919952,North Macedonia,Europe,Upper middle income
MKD,85,1,7.42971035673626,7144.41319062847,7151.84290098521,25436.411135554,28.1165564704553,North_Macedonia_MKD,North_Macedonia,7151.84290098521,North Macedonia,Europe,Upper middle income
MKD,90,1,7.86675214242663,7144.41319062847,7152.2799427709,25436.411135554,28.1182746443885,North_Macedonia_MKD,North_Macedonia,7152.2799427709,North Macedonia,Europe,Upper middle income
MKD,95,1,8.303793928117,7144.41319062847,7152.71698455659,25436.411135554,28.1199928183218,North_Macedonia_MKD,North_Macedonia,7152.71698455659,North Macedonia,Europe,Upper middle income
MKD,100,1,8.74083571380737,7144.41319062847,7153.15402634228,25436.411135554,28.1217109922551,North_Macedonia_MKD,North_Macedonia,7153.15402634228,North Macedonia,Europe,Upper middle income
MLI,0,0,0,99349.4677906435,99349.4677906435,1253981.07330329,7.92272466512855,Mali_MLI,Mali,99349.4677906435,Mali,Africa,Low income
MLI,5,1,49.1820201107895,99349.4677906435,99398.6498107543,1253981.07330329,7.9266467354977,Mali_MLI,Mali,99398.6498107543,Mali,Africa,Low income
MLI,10,1,98.3640402215791,99349.4677906435,99447.8318308651,1253981.07330329,7.93056880586686,Mali_MLI,Mali,99447.8318308651,Mali,Africa,Low income
MLI,15,1,147.546060332369,99349.4677906435,99497.0138509759,1253981.07330329,7.93449087623601,Mali_MLI,Mali,99497.0138509759,Mali,Africa,Low income
MLI,20,1,196.728080443158,99349.4677906435,99546.1958710867,1253981.07330329,7.93841294660516,Mali_MLI,Mali,99546.1958710867,Mali,Africa,Low income
MLI,25,1,245.910100553948,99349.4677906435,99595.3778911974,1253981.07330329,7.9423350169743,Mali_MLI,Mali,99595.3778911974,Mali,Africa,Low income
MLI,30,2,295.092120664737,99349.4677906435,99644.5599113082,1253981.07330329,7.94625708734345,Mali_MLI,Mali,99644.5599113082,Mali,Africa,Low income
MLI,35,2,344.274140775527,99349.4677906435,99693.741931419,1253981.07330329,7.95017915771261,Mali_MLI,Mali,99693.741931419,Mali,Africa,Low income
MLI,40,2,393.456160886316,99349.4677906435,99742.9239515298,1253981.07330329,7.95410122808176,Mali_MLI,Mali,99742.9239515298,Mali,Africa,Low income
MLI,45,2,442.638180997106,99349.4677906435,99792.1059716406,1253981.07330329,7.95802329845091,Mali_MLI,Mali,99792.1059716406,Mali,Africa,Low income
MLI,50,2,491.820201107895,99349.4677906435,99841.2879917514,1253981.07330329,7.96194536882006,Mali_MLI,Mali,99841.2879917514,Mali,Africa,Low income
MLI,55,3,499.146212805248,99349.4677906435,99848.6140034488,1253981.07330329,7.96252958909686,Mali_MLI,Mali,99848.6140034488,Mali,Africa,Low income
MLI,60,3,506.472224502601,99349.4677906435,99855.9400151461,1253981.07330329,7.96311380937364,Mali_MLI,Mali,99855.9400151461,Mali,Africa,Low income
MLI,65,3,513.798236199954,99349.4677906435,99863.2660268435,1253981.07330329,7.96369802965044,Mali_MLI,Mali,99863.2660268435,Mali,Africa,Low income
MLI,70,3,521.124247897307,99349.4677906435,99870.5920385408,1253981.07330329,7.96428224992722,Mali_MLI,Mali,99870.5920385408,Mali,Africa,Low income
MLI,75,3,528.450259594659,99349.4677906435,99877.9180502382,1253981.07330329,7.96486647020402,Mali_MLI,Mali,99877.9180502382,Mali,Africa,Low income
MLI,80,4,534.4816850695,99349.4677906435,99883.949475713,1253981.07330329,7.96534745238176,Mali_MLI,Mali,99883.949475713,Mali,Africa,Low income
MLI,85,4,540.513110544341,99349.4677906435,99889.9809011878,1253981.07330329,7.96582843455949,Mali_MLI,Mali,99889.9809011878,Mali,Africa,Low income
MLI,90,4,546.544536019182,99349.4677906435,99896.0123266627,1253981.07330329,7.96630941673724,Mali_MLI,Mali,99896.0123266627,Mali,Africa,Low income
MLI,95,4,552.575961494023,99349.4677906435,99902.0437521375,1253981.07330329,7.96679039891498,Mali_MLI,Mali,99902.0437521375,Mali,Africa,Low income
MLI,100,4,558.607386968864,99349.4677906435,99908.0751776124,1253981.07330329,7.96727138109273,Mali_MLI,Mali,99908.0751776124,Mali,Africa,Low income
MMR,0,0,512.887691993092,30541.0693963008,31053.9570882939,660745.129777445,4.69983896797751,Myanmar_MMR,Myanmar,31053.9570882939,Myanmar,Asia,Lower middle income
MMR,5,5,3250.75253726013,30541.0693963008,33791.8219335609,660745.129777445,5.11419916858756,Myanmar_MMR,Myanmar,33791.8219335609,Myanmar,Asia,Lower middle income
MMR,10,9,4524.687797435,30541.0693963008,35065.7571937358,660745.129777445,5.30700199115305,Myanmar_MMR,Myanmar,35065.7571937358,Myanmar,Asia,Lower middle income
MMR,15,14,5443.62583935871,30541.0693963008,35984.6952356595,660745.129777445,5.44607801313345,Myanmar_MMR,Myanmar,35984.6952356595,Myanmar,Asia,Lower middle income
MMR,20,18,7110.13973648436,30541.0693963008,37651.2091327852,660745.129777445,5.69829536927,Myanmar_MMR,Myanmar,37651.2091327852,Myanmar,Asia,Lower middle income
MMR,25,23,7389.09452865433,30541.0693963008,37930.1639249551,660745.129777445,5.74051358316192,Myanmar_MMR,Myanmar,37930.1639249551,Myanmar,Asia,Lower middle income
MMR,30,27,8994.62027932705,30541.0693963008,39535.6896756279,660745.129777445,5.98350073180933,Myanmar_MMR,Myanmar,39535.6896756279,Myanmar,Asia,Lower middle income
MMR,35,32,9580.86390470022,30541.0693963008,40121.933301001,660745.129777445,6.07222535480739,Myanmar_MMR,Myanmar,40121.933301001,Myanmar,Asia,Lower middle income
MMR,40,36,9695.63828369837,30541.0693963008,40236.7076799992,660745.129777445,6.08959580126635,Myanmar_MMR,Myanmar,40236.7076799992,Myanmar,Asia,Lower middle income
MMR,45,41,9810.41266269652,30541.0693963008,40351.4820589973,660745.129777445,6.1069662477253,Myanmar_MMR,Myanmar,40351.4820589973,Myanmar,Asia,Lower middle income
MMR,50,45,10637.7399203766,30541.0693963008,41178.8093166774,660745.129777445,6.23217750095978,Myanmar_MMR,Myanmar,41178.8093166774,Myanmar,Asia,Lower middle income
MMR,55,49,12264.7468368098,30541.0693963008,42805.8162331106,660745.129777445,6.47841570130508,Myanmar_MMR,Myanmar,42805.8162331106,Myanmar,Asia,Lower middle income
MMR,60,54,12902.253082228,30541.0693963008,43443.3224785288,660745.129777445,6.57489862894057,Myanmar_MMR,Myanmar,43443.3224785288,Myanmar,Asia,Lower middle income
MMR,65,58,14015.206761828,30541.0693963008,44556.2761581288,660745.129777445,6.743337809109,Myanmar_MMR,Myanmar,44556.2761581288,Myanmar,Asia,Lower middle income
MMR,70,63,15403.1462825595,30541.0693963008,45944.2156788604,660745.129777445,6.95339452510767,Myanmar_MMR,Myanmar,45944.2156788604,Myanmar,Asia,Lower middle income
MMR,75,67,16363.5717952113,30541.0693963008,46904.6411915121,660745.129777445,7.09874943872999,Myanmar_MMR,Myanmar,46904.6411915121,Myanmar,Asia,Lower middle income
MMR,80,72,16968.8334985288,30541.0693963008,47509.9028948296,660745.129777445,7.19035233915869,Myanmar_MMR,Myanmar,47509.9028948296,Myanmar,Asia,Lower middle income
MMR,85,76,17635.6575044577,30541.0693963008,48176.7269007585,660745.129777445,7.29127234233048,Myanmar_MMR,Myanmar,48176.7269007585,Myanmar,Asia,Lower middle income
MMR,90,81,19793.7393803677,30541.0693963008,50334.8087766685,660745.129777445,7.61788570331536,Myanmar_MMR,Myanmar,50334.8087766685,Myanmar,Asia,Lower middle income
MMR,95,85,22124.8640284113,30541.0693963008,52665.9334247121,660745.129777445,7.97068809912398,Myanmar_MMR,Myanmar,52665.9334247121,Myanmar,Asia,Lower middle income
MMR,100,89,22596.8454122853,30541.0693963008,53137.9148085861,660745.129777445,8.0421197847473,Myanmar_MMR,Myanmar,53137.9148085861,Myanmar,Asia,Lower middle income
MNE,0,0,0,2923.54244437287,2923.54244437287,13663.2049323344,21.3971938417919,Montenegro_MNE,Montenegro,2923.54244437287,Montenegro,Europe,Upper middle income
MNE,5,1,1.13029256160719,2923.54244437287,2924.67273693448,13663.2049323344,21.4054663705816,Montenegro_MNE,Montenegro,2924.67273693448,Montenegro,Europe,Upper middle income
MNE,10,1,2.26058512321438,2923.54244437287,2925.80302949608,13663.2049323344,21.4137388993711,Montenegro_MNE,Montenegro,2925.80302949608,Montenegro,Europe,Upper middle income
MNE,15,1,3.39087768482157,2923.54244437287,2926.93332205769,13663.2049323344,21.4220114281607,Montenegro_MNE,Montenegro,2926.93332205769,Montenegro,Europe,Upper middle income
MNE,20,1,4.52117024642877,2923.54244437287,2928.0636146193,13663.2049323344,21.4302839569503,Montenegro_MNE,Montenegro,2928.0636146193,Montenegro,Europe,Upper middle income
MNE,25,1,5.65146280803596,2923.54244437287,2929.19390718091,13663.2049323344,21.4385564857399,Montenegro_MNE,Montenegro,2929.19390718091,Montenegro,Europe,Upper middle income
MNE,30,1,6.78175536964315,2923.54244437287,2930.32419974251,13663.2049323344,21.4468290145294,Montenegro_MNE,Montenegro,2930.32419974251,Montenegro,Europe,Upper middle income
MNE,35,1,7.91204793125034,2923.54244437287,2931.45449230412,13663.2049323344,21.455101543319,Montenegro_MNE,Montenegro,2931.45449230412,Montenegro,Europe,Upper middle income
MNE,40,1,9.04234049285753,2923.54244437287,2932.58478486573,13663.2049323344,21.4633740721086,Montenegro_MNE,Montenegro,2932.58478486573,Montenegro,Europe,Upper middle income
MNE,45,1,10.1726330544647,2923.54244437287,2933.71507742733,13663.2049323344,21.4716466008982,Montenegro_MNE,Montenegro,2933.71507742733,Montenegro,Europe,Upper middle income
MNE,50,1,11.3029256160719,2923.54244437287,2934.84536998894,13663.2049323344,21.4799191296878,Montenegro_MNE,Montenegro,2934.84536998894,Montenegro,Europe,Upper middle income
MNE,55,1,12.4332181776791,2923.54244437287,2935.97566255055,13663.2049323344,21.4881916584774,Montenegro_MNE,Montenegro,2935.97566255055,Montenegro,Europe,Upper middle income
MNE,60,1,13.5635107392863,2923.54244437287,2937.10595511216,13663.2049323344,21.496464187267,Montenegro_MNE,Montenegro,2937.10595511216,Montenegro,Europe,Upper middle income
MNE,65,1,14.6938033008935,2923.54244437287,2938.23624767376,13663.2049323344,21.5047367160565,Montenegro_MNE,Montenegro,2938.23624767376,Montenegro,Europe,Upper middle income
MNE,70,1,15.8240958625007,2923.54244437287,2939.36654023537,13663.2049323344,21.5130092448461,Montenegro_MNE,Montenegro,2939.36654023537,Montenegro,Europe,Upper middle income
MNE,75,1,16.9543884241079,2923.54244437287,2940.49683279698,13663.2049323344,21.5212817736357,Montenegro_MNE,Montenegro,2940.49683279698,Montenegro,Europe,Upper middle income
MNE,80,1,18.0846809857151,2923.54244437287,2941.62712535859,13663.2049323344,21.5295543024253,Montenegro_MNE,Montenegro,2941.62712535859,Montenegro,Europe,Upper middle income
MNE,85,1,19.2149735473223,2923.54244437287,2942.75741792019,13663.2049323344,21.5378268312149,Montenegro_MNE,Montenegro,2942.75741792019,Montenegro,Europe,Upper middle income
MNE,90,1,20.3452661089294,2923.54244437287,2943.8877104818,13663.2049323344,21.5460993600045,Montenegro_MNE,Montenegro,2943.8877104818,Montenegro,Europe,Upper middle income
MNE,95,1,21.4755586705366,2923.54244437287,2945.01800304341,13663.2049323344,21.5543718887941,Montenegro_MNE,Montenegro,2945.01800304341,Montenegro,Europe,Upper middle income
MNE,100,1,22.6058512321438,2923.54244437287,2946.14829560501,13663.2049323344,21.5626444175836,Montenegro_MNE,Montenegro,2946.14829560501,Montenegro,Europe,Upper middle income
MNG,0,0,246.86330314505,302810.869551872,303057.732855017,1564907.1060962,19.3658608664013,Mongolia_MNG,Mongolia,303057.732855017,Mongolia,Asia,Lower middle income
MNG,5,2,1890.0272584331,302810.869551872,304700.896810305,1564907.1060962,19.4708616008786,Mongolia_MNG,Mongolia,304700.896810305,Mongolia,Asia,Lower middle income
MNG,10,3,4003.7780067699,302810.869551872,306814.647558642,1564907.1060962,19.6059335639429,Mongolia_MNG,Mongolia,306814.647558642,Mongolia,Asia,Lower middle income
MNG,15,4,6569.17566995772,302810.869551872,309380.04522183,1564907.1060962,19.7698664678957,Mongolia_MNG,Mongolia,309380.04522183,Mongolia,Asia,Lower middle income
MNG,20,5,8636.38724833335,302810.869551872,311447.256800205,1564907.1060962,19.901964505557,Mongolia_MNG,Mongolia,311447.256800205,Mongolia,Asia,Lower middle income
MNG,25,6,10902.3122792591,302810.869551872,313713.181831131,1564907.1060962,20.0467606421519,Mongolia_MNG,Mongolia,313713.181831131,Mongolia,Asia,Lower middle income
MNG,30,8,11489.3433781559,302810.869551872,314300.212930028,1564907.1060962,20.0842728431388,Mongolia_MNG,Mongolia,314300.212930028,Mongolia,Asia,Lower middle income
MNG,35,9,12076.3744770527,302810.869551872,314887.244028925,1564907.1060962,20.1217850441257,Mongolia_MNG,Mongolia,314887.244028925,Mongolia,Asia,Lower middle income
MNG,40,10,13291.6687999289,302810.869551872,316102.538351801,1564907.1060962,20.1994442430738,Mongolia_MNG,Mongolia,316102.538351801,Mongolia,Asia,Lower middle income
MNG,45,11,14132.3381426124,302810.869551872,316943.207694484,1564907.1060962,20.2531643226496,Mongolia_MNG,Mongolia,316943.207694484,Mongolia,Asia,Lower middle income
MNG,50,12,14471.5633832097,302810.869551872,317282.432935082,1564907.1060962,20.2748413435588,Mongolia_MNG,Mongolia,317282.432935082,Mongolia,Asia,Lower middle income
MNG,55,14,14819.877416231,302810.869551872,317630.746968103,1564907.1060962,20.2970991524514,Mongolia_MNG,Mongolia,317630.746968103,Mongolia,Asia,Lower middle income
MNG,60,15,15213.6354113717,302810.869551872,318024.504963244,1564907.1060962,20.3222609012611,Mongolia_MNG,Mongolia,318024.504963244,Mongolia,Asia,Lower middle income
MNG,65,16,15716.7349917795,302810.869551872,318527.604543652,1564907.1060962,20.3544097475695,Mongolia_MNG,Mongolia,318527.604543652,Mongolia,Asia,Lower middle income
MNG,70,17,16329.1761574543,302810.869551872,319140.045709326,1564907.1060962,20.3935456913765,Mongolia_MNG,Mongolia,319140.045709326,Mongolia,Asia,Lower middle income
MNG,75,18,16572.2614031622,302810.869551872,319383.130955034,1564907.1060962,20.4090792169616,Mongolia_MNG,Mongolia,319383.130955034,Mongolia,Asia,Lower middle income
MNG,80,20,16720.5957185879,302810.869551872,319531.46527046,1564907.1060962,20.4185580106131,Mongolia_MNG,Mongolia,319531.46527046,Mongolia,Asia,Lower middle income
MNG,85,21,16989.0384419002,302810.869551872,319799.907993772,1564907.1060962,20.4357119184883,Mongolia_MNG,Mongolia,319799.907993772,Mongolia,Asia,Lower middle income
MNG,90,22,17044.6632474115,302810.869551872,319855.532799284,1564907.1060962,20.4392664301456,Mongolia_MNG,Mongolia,319855.532799284,Mongolia,Asia,Lower middle income
MNG,95,23,17506.0433943064,302810.869551872,320316.912946179,1564907.1060962,20.4687493397124,Mongolia_MNG,Mongolia,320316.912946179,Mongolia,Asia,Lower middle income
MNG,100,24,17927.4188404388,302810.869551872,320738.288392311,1564907.1060962,20.4956758866295,Mongolia_MNG,Mongolia,320738.288392311,Mongolia,Asia,Lower middle income
MOZ,0,0,0,229176.439022251,229176.439022251,781412.65211572,29.3284781608978,Mozambique_MOZ,Mozambique,229176.439022251,Mozambique,Africa,Low income
MOZ,5,2,1588.9070716775,229176.439022251,230765.346093929,781412.65211572,29.5318159322246,Mozambique_MOZ,Mozambique,230765.346093929,Mozambique,Africa,Low income
MOZ,10,4,3402.65019027803,229176.439022251,232579.089212529,781412.65211572,29.7639267271662,Mozambique_MOZ,Mozambique,232579.089212529,Mozambique,Africa,Low income
MOZ,15,6,5525.54287339774,229176.439022251,234701.981895649,781412.65211572,30.0356004295784,Mozambique_MOZ,Mozambique,234701.981895649,Mozambique,Africa,Low income
MOZ,20,8,5966.26288518911,229176.439022251,235142.70190744,781412.65211572,30.0920008488188,Mozambique_MOZ,Mozambique,235142.70190744,Mozambique,Africa,Low income
MOZ,25,10,6091.57552110642,229176.439022251,235268.014543357,781412.65211572,30.1080375274646,Mozambique_MOZ,Mozambique,235268.014543357,Mozambique,Africa,Low income
MOZ,30,12,6216.88815702373,229176.439022251,235393.327179275,781412.65211572,30.1240742061104,Mozambique_MOZ,Mozambique,235393.327179275,Mozambique,Africa,Low income
MOZ,35,14,6342.20079294104,229176.439022251,235518.639815192,781412.65211572,30.1401108847562,Mozambique_MOZ,Mozambique,235518.639815192,Mozambique,Africa,Low income
MOZ,40,16,6480.69128658213,229176.439022251,235657.130308833,781412.65211572,30.157833978088,Mozambique_MOZ,Mozambique,235657.130308833,Mozambique,Africa,Low income
MOZ,45,18,6724.86295655122,229176.439022251,235901.301978802,781412.65211572,30.1890814462865,Mozambique_MOZ,Mozambique,235901.301978802,Mozambique,Africa,Low income
MOZ,50,19,7076.16864405033,229176.439022251,236252.607666301,781412.65211572,30.234039214317,Mozambique_MOZ,Mozambique,236252.607666301,Mozambique,Africa,Low income
